order_id,customer_name,customer_email,customer_phone,order_date,status,total_amount,channel_name,shipping_method,payment_method
1494,Deanna Price,joshua75@example.org,6919198330,2009-05-19,Pending,28270543.12,Phone,Next Day,Debit Card
1495,Elizabeth Mayo,kaitlynadams@example.org,0475786942,1999-05-15,Shipped,65201229.48,Online,Express,PayPal
1496,Ronald Patel,lrivera@example.org,3102024982,1973-07-22,Delivered,46418597.42,Online,Standard,PayPal
1497,Kimberly Mccormick,kfigueroa@example.com,3554679982,2008-07-14,Pending,54114900.17,Online,Standard,Debit Card
1498,John Jefferson,reedsandra@example.net,8064159563,1983-11-25,Cancelled,19665250.78,Phone,Express,Credit Card
1499,Ruben Schmidt,usimmons@example.com,3012390600,2022-06-04,Delivered,70793471.7,Mobile App,Standard,PayPal
1500,Mr. Steven Marshall Jr.,lynn88@example.com,3886229693,1989-07-15,Pending,62979145.56,In-Store,Standard,Credit Card
1501,Bryan Crawford,sullivanrebecca@example.net,4476749067,2014-11-05,Pending,70097515.82,Online,Next Day,Cash
1502,Brett Ochoa,geraldking@example.net,0812879595,1986-04-18,Processing,48141587.63,Phone,Standard,Credit Card
1503,Cory Trevino,padilladaniel@example.org,8644559017,2018-12-07,Delivered,91802813.0,Phone,Next Day,Cash
1504,Jacqueline Smith,shicks@example.net,8768068383,2025-01-15,Processing,76212077.25,Online,Standard,Cash
1505,Kelly Fitzgerald,samuellewis@example.org,8447346214,2023-02-21,Processing,41405770.11,Mobile App,Express,Debit Card
1506,Stephanie Torres,andrew87@example.com,9669909426,1978-12-26,Pending,19489595.4,Online,Express,PayPal
1507,Nathan Warren,tracyhoffman@example.org,1973506531,2014-12-22,Delivered,29815002.84,Mobile App,Express,PayPal
1508,Jill Stevens,john32@example.net,9931309165,2021-01-01,Cancelled,84261289.51,In-Store,Next Day,PayPal
1509,Kimberly Cruz,tara64@example.com,8564918554,1985-12-22,Cancelled,21901013.22,Online,Express,Cash
1510,Patricia Cain,harrelltamara@example.net,2727771326,2007-06-23,Shipped,64594586.06,In-Store,Next Day,PayPal
1511,Russell Simmons,salazarsteven@example.net,9308269387,2001-06-25,Processing,94288580.95,Mobile App,Next Day,Cash
1512,Sabrina Allen,kevinmendoza@example.org,5105960515,1978-01-26,Pending,21409455.51,Mobile App,Next Day,Credit Card
1513,Rebecca Bruce,karengordon@example.net,6195746108,1982-10-05,Cancelled,91157856.53,In-Store,Next Day,Credit Card
1514,Emma Preston,vhurst@example.org,1403479101,2010-10-18,Pending,13935733.57,In-Store,Express,Cash
1515,Stacy Anderson DDS,btaylor@example.com,2125658770,2013-07-20,Processing,21784639.47,Phone,Express,Debit Card
1516,Sean Schultz,youngmakayla@example.org,1661231780,2009-06-21,Delivered,44743785.79,Mobile App,Next Day,Cash
1517,Vanessa Stewart,nathan04@example.org,7931857965,2016-07-23,Cancelled,15498479.43,Mobile App,Express,Credit Card
1518,Gregory Gibbs,wjensen@example.org,2011224490,2003-11-01,Shipped,25646662.28,Mobile App,Next Day,PayPal
1519,Charles Romero,zrodriguez@example.org,7367413998,1983-10-08,Pending,71165039.19,Mobile App,Standard,Credit Card
1520,Alyssa Turner,jonathan60@example.net,0211793695,1973-10-11,Shipped,22997142.89,Mobile App,Next Day,Cash
1521,Matthew Brooks,zschultz@example.com,5399409216,2017-12-12,Cancelled,89672815.46,In-Store,Standard,Credit Card
1522,Christopher Potts,brookssusan@example.net,4933790679,1999-03-29,Shipped,27599913.84,Mobile App,Express,Credit Card
1523,Tammy Warren,courtney91@example.net,2889884881,2008-05-10,Shipped,40589992.15,Online,Next Day,Cash
1524,Jack Mack,denisemitchell@example.org,2790903785,1999-04-26,Delivered,53634678.93,Online,Express,Cash
1525,Matthew Johnston,james83@example.net,5196130109,2017-06-26,Delivered,66980250.4,Phone,Express,Debit Card
1526,Sean Davis III,zfox@example.net,1080810963,1976-10-01,Delivered,37598774.86,Phone,Next Day,Credit Card
1527,Jacob Osborne,colleenmedina@example.com,1968914629,2015-11-04,Cancelled,27128880.76,Phone,Standard,Debit Card
1528,Tyler Moore,james88@example.net,2282124054,1972-04-08,Pending,11791457.14,In-Store,Express,PayPal
1529,Sophia Bennett,carlosmendez@example.net,7940337750,1981-02-11,Cancelled,13018901.15,In-Store,Standard,Debit Card
1530,Joe Gonzalez,justin25@example.com,3167894505,1973-06-08,Pending,19407419.04,In-Store,Next Day,Debit Card
1531,Allison Reed,bernardjohn@example.org,3909693412,2023-06-21,Pending,66065217.69,Online,Next Day,PayPal
1532,Cynthia Stafford,bryan61@example.net,5008725900,1986-07-01,Delivered,48367466.82,Online,Express,Debit Card
1533,Rebecca Gregory,brookeadams@example.org,0240717542,1992-10-05,Pending,31259096.28,Phone,Standard,Credit Card
1534,Gerald Mason,bnelson@example.com,3776419621,2006-02-15,Cancelled,14413008.43,Phone,Standard,Cash
1535,Daniel Perkins,baileymichelle@example.com,8988514313,2006-01-16,Processing,39895719.81,Phone,Express,Cash
1536,Bryan Walker,erinrodriguez@example.net,6582815325,2016-07-31,Shipped,77324026.63,Online,Standard,Credit Card
1537,Caitlin Duarte,durhammichael@example.net,6445602803,1981-04-24,Pending,49258062.77,In-Store,Next Day,Debit Card
1538,Ashlee Collins,rgibson@example.org,1084819416,2001-12-02,Delivered,90507567.95,Online,Express,PayPal
1539,Dr. Tiffany Romero,hharvey@example.com,7593144035,2008-03-16,Processing,53325018.27,Phone,Express,Cash
1540,Manuel Alvarado,sophia63@example.net,3438140488,2011-08-18,Processing,65502320.33,In-Store,Express,Credit Card
1541,Alyssa Fuller PhD,jamie80@example.org,7436614873,2015-06-08,Processing,87334812.29,Mobile App,Standard,Cash
1542,Yolanda Sellers,donrobinson@example.net,4458882869,2015-05-31,Cancelled,48784212.65,Phone,Express,PayPal
1543,Melissa Atkins,reesemichael@example.com,9143926615,1985-12-04,Pending,59030134.6,Online,Express,Cash
1544,Deanna Smith,groberts@example.org,7638593579,1993-12-17,Delivered,82422049.52,Phone,Express,Cash
1545,Mary Vargas,josephzamora@example.net,5444400151,2009-10-21,Cancelled,63256707.96,In-Store,Express,Credit Card
1546,Christy Ramirez,davidporter@example.org,6913199578,1976-07-09,Shipped,43175053.31,Phone,Standard,Cash
1547,Crystal Moore,melissalozano@example.com,2265835566,1974-07-12,Pending,68928643.58,Mobile App,Express,Cash
1548,Justin White,bryan54@example.org,9037180333,1998-08-09,Shipped,74018388.54,Phone,Standard,Credit Card
1549,Linda Ortiz,hshaw@example.net,3187894220,1972-09-04,Processing,70571032.49,Online,Standard,Cash
1550,Rebecca Spencer,danny92@example.com,2201475327,1993-07-31,Shipped,61736458.12,Online,Next Day,Cash
1551,Antonio Morrow,michaelkennedy@example.net,5133550511,1984-10-17,Processing,77860604.14,In-Store,Express,Credit Card
1552,Charles Solis,olsonandrea@example.com,8560478077,2021-12-30,Processing,90704741.4,In-Store,Next Day,Credit Card
1553,Joshua Owens,gabrielarellano@example.org,6631777544,2004-08-01,Cancelled,16844891.09,In-Store,Standard,Cash
1554,Jessica Oneill,jamesperez@example.com,0509293067,2011-09-27,Shipped,77934393.47,Phone,Next Day,Cash
1555,Mary Simpson,douglasmontoya@example.org,2782402235,1989-03-07,Cancelled,35849167.42,Mobile App,Standard,Debit Card
1556,Gary Henry,lynnoconnor@example.org,7254908017,1989-11-08,Pending,25068506.84,Mobile App,Next Day,Cash
1557,John Bailey,moralessean@example.com,3116841618,1974-02-02,Pending,95719324.51,Mobile App,Express,PayPal
1558,Amy Guerrero,carterdouglas@example.org,1152326685,2000-01-31,Shipped,67698285.9,Online,Standard,Cash
1559,Antonio Morgan,elliottmichelle@example.net,5905954597,1974-10-23,Delivered,97748353.36,In-Store,Next Day,Cash
1560,Joshua Novak,angelashaw@example.org,0944199478,1972-02-07,Shipped,13178727.83,In-Store,Express,Cash
1561,Katie Charles DVM,jacob00@example.com,9678900353,1973-07-03,Delivered,59780852.17,In-Store,Standard,Credit Card
1562,Dalton Parker,adamparks@example.net,2843265254,2017-10-25,Delivered,17754665.75,Mobile App,Express,Debit Card
1563,Austin Perez,opage@example.com,8577494951,1972-02-27,Processing,26435517.39,In-Store,Standard,Credit Card
1564,Mark Pace,smorgan@example.com,9606707371,2004-08-28,Cancelled,76172368.56,In-Store,Standard,Debit Card
1565,John Edwards,ztrujillo@example.net,1438513427,1987-02-03,Pending,90861644.77,In-Store,Express,Credit Card
1566,Michael West,donna58@example.net,3691909074,1989-09-20,Cancelled,30114831.36,Mobile App,Standard,Credit Card
1567,Whitney Mora,stephanieblevins@example.net,3026289680,1973-12-05,Delivered,63108839.43,Mobile App,Next Day,Credit Card
1568,Veronica Martinez,moranmonique@example.org,2929310590,1982-03-15,Cancelled,31811389.34,Online,Standard,Credit Card
1569,Joseph Garcia,hsanchez@example.net,3696626665,1990-11-21,Delivered,64951527.69,In-Store,Next Day,Credit Card
1570,Rebecca Ortiz,rhondacobb@example.com,2748598217,2008-04-29,Pending,33873637.33,Mobile App,Next Day,Debit Card
1571,Katie Richardson,cookfernando@example.org,9307121567,2024-12-10,Shipped,65423106.82,Online,Next Day,Debit Card
1572,Arthur Bailey,chenjean@example.org,1552056089,2022-11-16,Delivered,14472713.12,Phone,Express,Credit Card
1573,Jose Pace,barronhannah@example.net,3496022439,2019-02-18,Cancelled,28435455.73,In-Store,Standard,PayPal
1574,Matthew Knight,jessicarichardson@example.com,1102588251,1985-12-19,Processing,57967269.19,Mobile App,Express,Debit Card
1575,Joseph Lawrence,riggstom@example.org,2792086150,2002-02-22,Shipped,42445777.67,In-Store,Standard,Cash
1576,Rebekah Moreno,kellyking@example.org,4071853657,2000-03-28,Shipped,27359157.1,Mobile App,Next Day,Debit Card
1577,Shane Fox,ibarnett@example.net,6425204581,1980-12-03,Shipped,14847332.18,In-Store,Next Day,PayPal
1578,Keith Colon,michaelwood@example.net,3574117716,1999-04-07,Delivered,90630547.7,Phone,Next Day,Cash
1579,Patrick Norris,john65@example.org,4186604909,1983-04-12,Shipped,34366883.1,Phone,Standard,PayPal
1580,Rodney Bird,stephen98@example.org,9097464161,2002-09-23,Shipped,44114340.57,Mobile App,Standard,PayPal
1581,Billy Taylor,keith29@example.org,5213054772,1977-02-10,Cancelled,72661070.21,In-Store,Express,PayPal
1582,Mary Lewis,chernandez@example.org,1703351268,1994-05-03,Delivered,33908106.62,In-Store,Next Day,Debit Card
1583,Sara Guerrero,whitejason@example.org,6892188284,1998-05-12,Cancelled,70832120.03,Mobile App,Standard,Credit Card
1584,Sonya Castro,huntapril@example.com,8103990023,2001-06-20,Cancelled,50962609.87,Online,Next Day,Cash
1585,Daniel Collier,tcallahan@example.org,2780925728,1990-03-25,Processing,98329495.88,Online,Next Day,PayPal
1586,James Brewer,brownrodney@example.net,7902461118,2011-07-27,Cancelled,49369807.9,Phone,Express,Credit Card
1587,Bryan Castaneda,kimberly39@example.com,8785857387,2000-07-22,Pending,19764424.82,Mobile App,Express,Debit Card
1588,David Dickerson,uphillips@example.org,3626758435,1973-04-05,Pending,56724348.02,Phone,Express,Debit Card
1589,Christopher Mason,jasminesmith@example.org,3795036134,1973-03-26,Cancelled,94720355.59,Online,Express,Cash
1590,Christina Green,mellis@example.com,0849941574,1977-11-08,Processing,75399338.86,Mobile App,Standard,PayPal
1591,Joseph Huber,teresa46@example.net,6790628968,2018-01-06,Processing,69137817.42,Phone,Next Day,Cash
1592,Desiree Green,patriciawilliams@example.com,0837295231,2020-05-23,Pending,33487067.36,Mobile App,Next Day,Debit Card
1593,Melissa Brown,michael63@example.net,8823147067,1984-03-21,Cancelled,20094737.37,In-Store,Standard,Debit Card
1594,Jamie Adams,brandongross@example.org,0383368976,2016-06-07,Delivered,67033747.09,Mobile App,Express,Credit Card
1595,Amber Le,kwilson@example.net,3022889901,1977-01-06,Shipped,26853138.68,Phone,Express,Debit Card
1596,William Cabrera,hollowaymichael@example.net,8561228845,1983-10-16,Shipped,68849225.67,Phone,Standard,Credit Card
1597,Jennifer Coleman,biancahubbard@example.net,8410359020,2014-06-14,Cancelled,69309895.31,Mobile App,Standard,Credit Card
1598,Tiffany Carson,jonesjonathan@example.com,9356585573,2000-11-29,Shipped,22656319.01,Mobile App,Standard,PayPal
1599,Todd Smith,ustevens@example.com,2482952777,1983-03-30,Delivered,41445685.91,Mobile App,Standard,Cash
1600,Brianna Griffith,michael03@example.org,7815150487,1982-12-22,Delivered,10631231.38,Online,Standard,Credit Card
1601,Stacy Smith,cole76@example.com,1598621254,1979-11-05,Cancelled,20261123.96,Phone,Express,PayPal
1602,Jonathan Parker,adamskenneth@example.org,6620406990,1977-06-07,Delivered,42369905.98,Mobile App,Standard,Cash
1603,Kellie Reynolds,travis98@example.org,0331103632,2008-02-06,Delivered,55486732.09,Mobile App,Standard,Debit Card
1604,Justin Howard,michelle06@example.org,0294506097,2016-12-18,Cancelled,85075174.51,Phone,Next Day,PayPal
1605,Amber Williams,calebwashington@example.org,4629153022,2009-06-20,Pending,64915214.91,Phone,Next Day,Cash
1606,Diane Lopez,breanna55@example.org,5208062754,2007-07-25,Shipped,13949929.71,In-Store,Standard,PayPal
1607,Theresa Williams,jillramirez@example.net,1952031834,2012-09-25,Shipped,15627668.18,In-Store,Next Day,PayPal
1608,Virginia Thompson,kellymoore@example.net,6785108885,1998-10-13,Processing,70792356.76,Phone,Express,PayPal
1609,Ronald Torres,evansmichele@example.net,9202746541,1986-09-25,Pending,98576933.91,Phone,Standard,PayPal
1610,Jeffrey Wise,leonandrea@example.net,6927104224,1988-01-18,Cancelled,46744162.43,Phone,Standard,Cash
1611,Gloria Jackson PhD,cindydavis@example.com,2548664535,1990-09-24,Processing,20427227.02,In-Store,Standard,PayPal
1612,Raymond Adams,keith28@example.net,7064409509,1995-08-10,Pending,44849875.91,Mobile App,Express,Cash
1613,Angela Stone,drakejames@example.com,9239352121,1978-12-04,Processing,91897410.45,In-Store,Next Day,Credit Card
1614,Crystal Martinez,timothy85@example.com,7937711781,1995-09-03,Delivered,56759769.0,Mobile App,Express,Cash
1615,Gary Andrade,pcosta@example.org,6252302394,2021-01-12,Cancelled,55649058.97,Mobile App,Standard,PayPal
1616,Joshua Cunningham,suzannejames@example.org,7358207921,2012-08-12,Processing,16695177.26,In-Store,Next Day,Debit Card
1617,Stephen Coleman,jessica67@example.net,1963300472,2017-01-26,Delivered,66097168.44,Mobile App,Express,Credit Card
1618,Jonathan Evans,tuckeredward@example.net,8390679343,1970-10-28,Shipped,97297743.78,In-Store,Standard,Credit Card
1619,Brian Ali,josephpeters@example.org,9228038906,2011-06-04,Cancelled,12129081.46,Online,Standard,Cash
1620,Jennifer Murphy,julianlawson@example.com,7235821273,2021-12-18,Cancelled,88966018.19,In-Store,Standard,Cash
1621,Chad Thomas,bateslarry@example.net,0316641125,1977-02-04,Delivered,48171870.0,Mobile App,Next Day,Credit Card
1622,Nicole Rodriguez,angela58@example.net,3285084561,1991-05-27,Processing,94825988.27,In-Store,Next Day,Cash
1623,John Hudson,robertsonsteven@example.org,3378994510,1978-06-18,Processing,59344769.72,Mobile App,Express,Cash
1624,Diane Moore,joe40@example.net,1529470974,2023-05-11,Processing,30291159.26,Mobile App,Next Day,Debit Card
1625,Jessica Martinez,paulkelly@example.com,8786270770,1997-03-20,Shipped,65105969.11,Phone,Standard,PayPal
1626,Mark Serrano MD,ashleywillis@example.org,6557676712,1999-05-20,Processing,92223645.26,In-Store,Express,Credit Card
1627,Daniel Ramirez,ricardohall@example.org,9842686812,1980-01-08,Pending,83754623.71,Phone,Standard,Debit Card
1628,Megan Daniel,valerie31@example.com,5034650695,2020-11-20,Shipped,24049950.66,Mobile App,Express,PayPal
1629,Steven Stanton,mark46@example.net,2701119067,2007-02-02,Processing,61282710.55,Phone,Express,Credit Card
1630,Mrs. Jennifer Fowler,jenniferstrickland@example.com,4099211573,1999-11-09,Shipped,14260606.23,Phone,Next Day,Cash
1631,Amy Le,rodriguezbryan@example.org,7397362237,2004-03-01,Pending,87745265.98,Online,Express,PayPal
1632,James Villarreal,mercadojoyce@example.org,1077228586,2001-01-26,Cancelled,95506876.2,Phone,Standard,PayPal
1633,Ryan Alexander,mooreemma@example.com,1581539076,1992-12-01,Pending,61092361.24,Online,Next Day,Credit Card
1634,David Ramirez,nancyfreeman@example.net,7662077705,2009-06-30,Shipped,56408382.19,In-Store,Next Day,PayPal
1635,Sarah Young,aimee37@example.net,4251171462,2000-01-16,Delivered,65689532.22,Mobile App,Express,Cash
1636,Kayla Moore,patricianixon@example.org,2814029060,2017-04-06,Pending,43964909.88,Mobile App,Express,Credit Card
1637,Susan Roberts,davidwalton@example.org,3982736330,1975-03-04,Delivered,42480210.91,Online,Express,Debit Card
1638,Seth Mcmillan,alexisburton@example.org,2031082064,2004-07-08,Pending,72878225.37,Mobile App,Next Day,Debit Card
1639,Rachel Martin,whiteethan@example.org,9729453496,1996-04-14,Shipped,45199878.19,Online,Express,Debit Card
1640,Rick Adams DDS,brandonyu@example.org,6331239597,2004-04-25,Cancelled,37728700.37,Online,Next Day,Debit Card
1641,Alicia Lee,travisblevins@example.org,7143573974,2015-06-23,Cancelled,43880110.09,In-Store,Next Day,Credit Card
1642,Christian Brown,kmitchell@example.net,6203395564,2006-12-06,Processing,90700935.58,Phone,Next Day,PayPal
1643,Cody Jackson,hrodriguez@example.net,1870447121,2010-07-25,Shipped,50163616.97,Mobile App,Standard,Cash
1644,Kenneth Woods,lauraharrington@example.net,1087452359,2010-11-16,Delivered,44495247.13,In-Store,Standard,Debit Card
1645,Jacob Dodson,lesteven@example.org,4596489906,2006-07-11,Processing,40295696.73,Mobile App,Standard,Debit Card
1646,Edward Johnson,jameslam@example.org,6279018746,1987-06-18,Pending,16078271.01,Online,Express,Credit Card
1647,Jessica Li,youngkristin@example.net,9538763905,1985-07-01,Cancelled,52208101.93,Phone,Express,Credit Card
1648,Joe Carpenter,salascody@example.com,6120348004,1999-11-25,Processing,41078951.28,Online,Standard,Debit Card
1649,Eric Ross,martin42@example.com,9111537843,2020-11-30,Pending,82718922.6,Online,Express,Credit Card
1650,John Hayes,nguyenmallory@example.net,9847987155,2017-11-17,Cancelled,21895640.74,Phone,Standard,PayPal
1651,Allison Copeland,aalexander@example.org,7332857556,2023-12-27,Cancelled,64165505.55,Phone,Express,PayPal
1652,Jim Sheppard,oramos@example.org,2246627076,1970-08-28,Processing,40180584.92,In-Store,Express,Credit Card
1653,Kelly Turner,lisahall@example.net,1037111536,1991-09-28,Delivered,63849499.67,Online,Express,Credit Card
1654,Lee Rogers,ruth98@example.net,5323439503,2016-12-20,Delivered,85372893.81,In-Store,Express,PayPal
1655,Daniel Hoffman,jacksonjackson@example.net,4417189669,1993-06-03,Delivered,81042703.19,Online,Standard,Credit Card
1656,James Schneider,brandon34@example.com,3172394794,1979-08-10,Cancelled,77930713.89,Mobile App,Express,Credit Card
1657,Isaac Rivera,lrodriguez@example.com,0175303593,1994-02-04,Cancelled,66474743.2,In-Store,Next Day,Debit Card
1658,Jennifer Robinson,cranekathryn@example.net,4320189707,2003-09-21,Processing,16420542.01,Phone,Express,Credit Card
1659,Allison Price,mbarker@example.net,4516344133,1979-12-04,Delivered,55815392.68,In-Store,Express,Debit Card
1660,Anna Navarro,seanhernandez@example.com,4718198754,2005-10-05,Cancelled,48040869.56,Phone,Standard,Cash
1661,Austin French,amandayoung@example.org,5331395962,1970-03-27,Processing,58193854.43,Mobile App,Standard,Cash
1662,Daniel Anderson,vincentsamuel@example.com,1388499333,2012-12-10,Delivered,92913710.57,In-Store,Next Day,PayPal
1663,Jane Brooks,oneilljames@example.net,2708594702,2013-02-17,Cancelled,16706268.49,In-Store,Next Day,Cash
1664,Heidi Blair,danielbarber@example.net,4727357607,1983-11-06,Pending,65594282.46,In-Store,Standard,Debit Card
1665,Brian Carr,randyhall@example.com,1065776374,2019-06-07,Cancelled,15741423.96,Mobile App,Next Day,Debit Card
1666,Theresa Anderson,benjamin72@example.net,4628111215,1976-06-02,Delivered,42275125.91,Mobile App,Standard,Credit Card
1667,Nicholas Frank,camposcindy@example.org,5141431493,2009-03-04,Delivered,12230368.13,In-Store,Next Day,Debit Card
1668,Paula Scott,fordwilliam@example.org,1020710979,1976-01-03,Shipped,84979469.49,Online,Next Day,Cash
1669,Clarence Nichols,katherinechen@example.com,5711613478,1974-09-17,Delivered,30694325.19,Online,Standard,Cash
1670,Dalton Anderson,ramirezthomas@example.org,9780829837,1998-06-04,Pending,30341871.81,Phone,Standard,PayPal
1671,James Gonzalez,lynn06@example.org,0303394091,1970-09-24,Pending,68614555.87,Phone,Standard,Cash
1672,Phillip Roth MD,maldonadofelicia@example.net,4487488004,1986-01-05,Processing,23061761.87,Online,Express,Credit Card
1673,Brent Delgado,jeffrey89@example.net,1430785487,2019-07-18,Processing,57851713.58,Phone,Standard,PayPal
1674,Cynthia Hobbs,kdecker@example.org,1780677062,2010-07-05,Delivered,79488650.78,In-Store,Standard,Credit Card
1675,Laura Acosta,lindaward@example.org,7198766786,1998-03-05,Pending,93287243.3,Mobile App,Standard,PayPal
1676,Brianna Pena,matthew66@example.net,5550164578,1978-12-13,Delivered,58650623.33,Mobile App,Next Day,Cash
1677,Stacey Morgan,marioward@example.net,2029583056,1982-12-30,Pending,49964084.42,In-Store,Standard,Credit Card
1678,Eddie Jones,powersjeff@example.com,2802575452,1977-01-09,Cancelled,35980937.53,Mobile App,Standard,Cash
1679,Tiffany Stevens,lambgabriel@example.org,5019817070,1999-05-30,Pending,16059024.74,Phone,Standard,Credit Card
1680,Kelly Thompson,williamhancock@example.org,6721468601,2013-06-14,Cancelled,84269638.57,Phone,Next Day,Debit Card
1681,Rachel Wu,dana99@example.org,3366106340,1994-08-16,Pending,64565998.9,In-Store,Next Day,Cash
1682,Michele Hall,wayne91@example.org,7802582718,1982-07-19,Delivered,38992363.63,Phone,Standard,PayPal
1683,Renee Lopez,veronicabrown@example.net,9300038649,2018-04-05,Processing,61193237.4,In-Store,Next Day,Debit Card
1684,Kimberly Gray,cynthiadaniels@example.net,1330993259,2014-11-30,Cancelled,31081699.27,In-Store,Standard,Credit Card
1685,Christine Ward,michael62@example.org,3461620991,1999-06-13,Cancelled,37911951.26,Mobile App,Express,Debit Card
1686,Jessica Jones,kristenmcdonald@example.com,9390886088,2007-11-15,Cancelled,37821622.73,In-Store,Express,Cash
1687,Deborah Ortiz,williamsanita@example.org,3565846419,2010-02-05,Pending,71444236.91,Phone,Standard,Cash
1688,Aaron Miles,david65@example.net,0723804302,1982-11-26,Delivered,15342320.07,Online,Express,Cash
1689,Shaun Brown,petersonjohn@example.org,8613411128,2017-11-13,Shipped,85874669.87,Phone,Next Day,Credit Card
1690,Peter Pope,kendra45@example.org,5264818680,1974-02-22,Shipped,34470396.2,Mobile App,Express,Cash
1691,Jon Webster,jerry87@example.org,3540967333,2018-03-15,Delivered,68785060.94,Online,Express,Cash
1692,Mrs. Jennifer Phillips,lisa49@example.org,9586814384,2020-12-27,Cancelled,28888408.82,Online,Standard,Credit Card
1693,Wanda Shaw,marymcconnell@example.com,0768286835,2017-12-12,Delivered,86793432.32,Phone,Next Day,Debit Card
1694,Leonard Allen,mathewsdale@example.net,0806028199,1978-11-09,Processing,95787959.1,Online,Next Day,Credit Card
1695,David Martinez,agarza@example.com,6605969680,2023-01-20,Cancelled,63645614.86,Online,Standard,Credit Card
1696,Cheryl Kim,bryantjulie@example.org,3299417051,1979-08-22,Shipped,45317245.85,Mobile App,Standard,Cash
1697,Joseph Conway,vmichael@example.net,7194764842,1998-10-31,Cancelled,88806359.42,Phone,Standard,Debit Card
1698,Amber Fitzpatrick,fredmassey@example.net,5669100620,2006-04-26,Processing,67525001.14,In-Store,Standard,Cash
1699,David Blackwell,elizabeth28@example.com,8237556241,1984-02-08,Delivered,41928609.93,Online,Standard,PayPal
1700,Mark Spencer,hansenpaul@example.net,9386078102,2013-08-22,Pending,94991137.39,Phone,Express,Debit Card
1701,Carlos Morrison,vmcdonald@example.net,4140774434,2011-04-21,Shipped,66596079.0,Online,Next Day,PayPal
1702,Emily Stevens,iruiz@example.org,8611780925,2011-06-07,Cancelled,76609859.62,Mobile App,Express,Credit Card
1703,Jennifer Vincent,parkerjennifer@example.com,8262003512,2023-12-11,Shipped,95990632.91,Phone,Standard,Cash
1704,Francis Collins,wdavid@example.net,8657222184,2005-09-07,Cancelled,21719801.21,Phone,Standard,Debit Card
1705,Robert Howard,ksmith@example.net,6211733403,1973-01-25,Shipped,18923177.8,Online,Next Day,Credit Card
1706,Sharon Cortez,debra66@example.net,0541380929,2021-08-23,Cancelled,23085595.42,Online,Next Day,PayPal
1707,Samuel Howell,andersonblake@example.com,0002164135,2017-01-07,Pending,37862623.0,Phone,Next Day,PayPal
1708,David Ward,kimberlybailey@example.net,1842071603,1998-09-25,Processing,32873715.65,Online,Express,PayPal
1709,Danielle Estes,jasonsmith@example.org,5454653818,2019-12-28,Shipped,68229749.48,Phone,Express,Credit Card
1710,Jasmine Lewis,kenneth74@example.com,3007612136,1989-03-29,Shipped,72036500.72,Online,Express,Cash
1711,Michael Robbins,fostertammy@example.org,1582404165,2021-09-09,Delivered,55084864.02,Online,Standard,Cash
1712,Michelle Simpson,nguyenamy@example.org,9483871094,1991-08-27,Pending,64552605.14,Mobile App,Next Day,Cash
1713,Michael Gonzalez,monicafrazier@example.net,0216992453,1977-03-19,Shipped,23969109.47,Phone,Express,PayPal
1714,Emily Escobar,millershawn@example.org,5330998958,2016-08-12,Processing,58943322.65,Online,Standard,Debit Card
1715,Phyllis Barnett,crosskimberly@example.org,1284396943,2013-03-25,Processing,75384653.28,Phone,Next Day,Debit Card
1716,Devin Rodriguez,kswanson@example.net,4408382452,2005-04-05,Cancelled,82274707.66,In-Store,Standard,Debit Card
1717,Sarah Clark,hansenallison@example.org,3173452465,2013-02-10,Delivered,24521084.88,Online,Express,PayPal
1718,Mark Williams,mariahsingleton@example.com,8942091118,1986-06-23,Pending,54579903.33,Mobile App,Standard,Debit Card
1719,Nicholas Avery,glennedward@example.net,7973524840,1991-10-13,Shipped,98890530.81,Mobile App,Next Day,Debit Card
1720,Steven Leonard,dsmith@example.org,4784207533,1989-02-09,Processing,38899685.22,Mobile App,Next Day,Cash
1721,Amy Scott,stevemora@example.com,1532996388,1995-10-08,Shipped,78802093.64,Mobile App,Next Day,Cash
1722,Kelly Simmons,gracereese@example.net,6617123306,2001-08-16,Delivered,84513563.39,Phone,Next Day,Debit Card
1723,Alexandra Davis,maryyoung@example.net,0695352035,1980-05-27,Cancelled,44697921.52,In-Store,Standard,Credit Card
1724,Ryan Jones,hwhitehead@example.org,9629634573,1994-04-25,Processing,95282312.48,Online,Next Day,Debit Card
1725,Leroy Morales,michaelwalters@example.org,8129263383,1995-11-18,Shipped,60914316.83,Online,Next Day,Debit Card
1726,Larry Massey,tuckerkatrina@example.net,7326226171,2015-09-05,Cancelled,39427873.64,In-Store,Express,Debit Card
1727,Ann Marshall,sanchezlouis@example.com,6861140201,1989-09-28,Delivered,75901693.69,Online,Standard,Cash
1728,Joshua Bryant,diana28@example.com,5964797068,2024-08-20,Cancelled,60012290.5,Phone,Next Day,Debit Card
1729,Amber Hancock,jonescharles@example.org,3920707263,1982-03-28,Delivered,87942040.77,Mobile App,Next Day,PayPal
1730,Anthony Henderson,matthew90@example.net,8903452150,1977-12-12,Pending,98848638.25,Mobile App,Next Day,Credit Card
1731,Connor Thompson,bishopjamie@example.com,3986559463,1997-12-18,Shipped,30784371.2,Mobile App,Standard,Debit Card
1732,Alicia Medina,debrawoods@example.org,4948349932,2000-01-09,Processing,18253787.91,In-Store,Express,Credit Card
1733,Elizabeth Bradley,richardsonjohnathan@example.org,6027484507,1989-04-01,Delivered,24996444.87,Mobile App,Standard,Cash
